episode;steps;reward;average
678;260;254.11168322472065;228.2845034120547
679;331;260.5469425448882;228.67815882641437
680;86;17.257487017842166;226.58200944883944
681;137;48.05343314806814;224.3872491912391
682;381;270.5315818331861;224.77869459911736
683;291;284.5898100702723;225.02012744165447
684;194;297.86763556695075;225.3455091877179
685;416;211.82458756513574;224.74584414794705
686;237;280.2753525507444;225.19299362115825
687;292;288.1550816606132;225.46603242468998
688;257;285.77137908132966;225.8201138826093
689;499;136.55506468251204;224.30525976416737
690;356;256.1749902333628;224.7283317606354
691;385;264.09450377609437;225.43833147896802
692;313;251.81487409702933;225.15290406211
693;317;202.74338237722267;224.7502111565162
694;233;286.375915947031;226.48215484025366
695;499;124.20521760315278;225.05724192520012
696;315;280.37382880960035;226.6772319734597
697;261;242.0989815631946;226.46446346003862
698;341;257.21840538464363;226.41042570250048
699;403;236.17069251356128;226.21339916908138
700;82;-57.166040841839475;223.13678661617078
701;71;-79.3453178395143;219.71465147140046
702;75;-67.58526288024368;216.20233898261387
703;499;-29.579910701967364;213.18556286805907
704;356;200.47221376203828;212.32967998862858
705;345;252.2594517067852;212.24349766588963
706;209;200.14994067962095;211.33884077046912
707;246;219.36370710504798;211.3180804984626
708;324;228.62602469826712;210.98090681667185
709;247;-84.98108054548857;207.70413771274244
710;154;87.47516973517185;210.01225060905136
711;425;251.06156794802828;209.87636208395904
712;330;246.39494479038333;209.7002822211416
713;412;252.31273680715523;209.61075000671735
714;323;274.53654048077226;209.64730186857844
715;335;230.8592422773669;209.20291709963024
716;300;266.12847240306905;209.73835994539414
717;264;270.26131635885156;209.52154732716463
718;205;-24.23275845376446;206.59342516375185
719;329;200.60126548498712;205.8398218579474
720;281;189.24513725470857;204.87917273144026
721;265;224.63309174269904;204.3399376534322
722;340;236.59075964255618;204.30803845430262
723;348;238.47473686990003;204.4301552151203
724;390;233.06692411840473;203.85066455903726
725;491;199.28710009841677;203.06551335648592
726;185;70.97661059385774;201.0344182449795
727;243;225.0387790055297;200.35713470207727
728;337;268.1851519784242;199.94019607589036
729;172;13.179972933429042;197.38375726915197
730;238;261.4366496715188;197.668775586943
731;315;240.26970727117333;197.3582838631536
732;403;264.3616553559772;197.32735404575698
733;287;268.9743912018899;197.47233493394694
734;220;284.50804453493504;197.5892489500783
735;159;-12.861342333160707;199.79057639344944
736;114;39.575273703277674;197.81293855762797
737;104;9.815340261712777;196.5783818377956
738;287;262.6927326706509;196.60364123872878
739;315;291.6007008304784;197.24299281393218
740;499;133.3397064687721;196.24447196871932
741;274;233.88549439156253;195.9845445902571
742;371;292.0126573573457;196.5259614352048
743;359;222.4976703448649;195.8680861071988
744;499;85.70033905145878;194.1628727134833
745;499;110.8555689558665;197.0697790632292
746;286;227.99634127157466;201.28922677889014
747;397;220.81449848239163;202.64845606900263
748;165;286.07860917409164;204.44376412986855
749;213;267.00333428408;205.32357969210872
750;262;-75.15185023881368;201.8853028340112
751;388;217.9194472649201;201.4255430965585
752;240;301.8911643350733;201.77580404832136
753;267;265.023573493002;201.76498059446286
754;374;230.22822422561916;201.5956119122076
755;326;182.12121051364923;200.72421278929676
756;364;224.10974027798602;200.46728430256783
757;352;271.30543063440155;200.9202166484036
758;345;250.87513694150942;200.8952532780213
759;96;-8.338377497480778;198.13996515456876
760;299;262.9129519080372;198.21990250759262
761;313;274.6824092030431;198.1231357481318
762;189;-126.24089668053023;194.04703424825675
763;240;210.2700355101863;195.53794208857445
764;267;231.73255126367678;195.12160531220334
765;396;192.58518720190267;194.07328352286805
766;270;267.7222484682369;193.90750566026634
767;234;281.8890127977761;193.8485316976529
768;397;231.43160908904977;193.65339935769398
769;256;291.81403638582196;194.54099977585352
770;190;311.588279720303;197.07257757821154
771;268;310.5717092489876;197.6822187012055
772;281;271.70562175775297;198.59663080370112
773;165;45.7899983483386;196.961994993505
774;250;213.88075644043118;196.6210479733795
775;331;273.58186545493265;197.0098275590739
776;88;-9.161754794369983;194.62062095472572
777;435;257.47738675957083;194.17875399447283
778;300;246.6843753701351;194.104480915927
779;430;216.34116046704088;193.6624230951485
780;250;301.61442689157957;196.50599249388586
781;322;247.15094016752468;198.49696756408045
782;391;239.48495864554448;198.18650133220402
783;412;244.63676265286935;197.78697085803003
784;301;219.12554048257425;196.99954990718626
785;285;283.32370017499863;197.71454103328492
786;258;249.67221493310677;197.4085096571085
787;499;157.65520955759683;196.10351093607835
788;180;258.6830836000877;195.83262798126594
789;282;265.60876081282765;197.12316494256913
790;227;259.85253460778415;197.1599403863133
791;155;261.56109426909063;197.13460629124324
792;212;251.9676787076536;197.13613433734952
793;258;275.5001466668819;197.8637019802461
794;298;274.7764827963962;197.74770764873975
795;234;244.13089191625255;198.94696439187072
796;287;261.4773482745967;198.75799958652067
797;382;259.9516496431455;198.93652626732015
798;366;229.87050111642577;198.66304722463804
799;306;223.30774589025987;198.534417758405
800;242;293.1384330092088;202.03746249691548
801;499;144.50868822368972;204.2760025575475
802;294;287.11671962116134;207.8230223825616
803;358;202.12615365410693;210.1400830261223
804;365;254.31467618205684;210.6785076503225
805;280;259.2158040994498;210.74807117424913
806;193;282.6299034882061;211.57287080233502
807;328;251.54072124762098;211.89464094376075
808;358;227.02175671832794;211.87859826396135
809;227;250.52925689476024;215.23370163836387
810;257;265.6104175181106;217.0150541161932
811;230;285.28810837306287;217.35731952044355
812;224;284.29365339548883;217.73630660649465
813;304;271.2946283676132;217.92612552209926
814;280;276.50438961963374;217.94580401348784
815;251;256.58615130761007;218.20307310379022
816;306;276.22274418216676;218.30401582158123
817;344;257.0267830222765;218.17167048821545
818;321;301.5285283335304;221.4292833560884
819;205;248.99675104080745;221.91323821164661
820;293;233.7350821965852;222.35813766106537
821;293;249.81137010769677;222.60992044471536
822;122;10.404285110402569;220.34805569939385
823;396;267.91770519879196;220.6424853826828
824;314;273.10328142742406;221.042848955773
825;350;258.16856207708474;221.63166357555966
826;252;312.00919512485746;224.0419894208697
827;246;273.1270206765058;224.52287183757943
828;215;298.952036896992;224.8305406867651
829;243;267.66675678424144;227.37540852527323
830;330;259.03094493496144;227.35135147790766
831;234;242.11455322008277;227.36979993739672
832;420;233.22946284907312;227.05847801232773
833;226;296.53214307487804;227.33405553105757
834;213;291.6486257704861;227.4054613434131
835;297;241.73868133263804;229.95146158007105
836;255;293.88065022723055;232.49451534531056
837;263;267.2753214304761;235.0691151569982
838;340;262.9580480907764;235.07176831119943
839;161;275.7106984039109;234.91286828693373
840;301;248.8913937766832;236.06838516001287
841;259;282.98378186132106;236.55936803471042
842;240;265.77407758937017;236.29698223703068
843;241;264.7319653375971;236.719325186958
844;221;247.15915161803474;238.33391331262376
845;392;244.1080428769357;239.6664380518345
846;210;258.9152231887703;239.97562687100645
847;499;136.76123703992246;239.13509425658177
848;235;245.82369991586623;238.7325451639995
849;319;218.66326117192233;238.24914443287796
850;499;127.8224327219091;240.27888726248514
851;210;296.5500803549907;241.06519359338589
852;294;231.29285865780315;240.35921053661318
853;499;131.73815547425207;239.0263563564257
854;303;199.422577554072;238.7182998897102
855;195;215.28765836116122;239.04996436818533
856;93;-29.046700394989813;236.51839996145557
857;70;-24.89251009018308;233.55642055420972
858;499;65.15823743228447;231.69925155911747
859;195;264.3964597224318;234.4265999313166
860;203;186.89830218101656;233.66645343404642
861;499;134.69375155064338;232.2665668575224
862;322;252.26020956450196;236.0515779199727
863;417;267.7633201739279;236.62651076661007
864;181;260.8375320575751;236.9175605745491
865;104;13.670288005385189;235.1284115825839
866;297;217.28815381377473;234.62407063603928
867;334;240.9135113456421;234.214315621518
868;281;300.1573581856596;234.90157311248407
869;327;287.12989217427776;234.85473167036866
870;343;248.8971547011596;234.22782042017724
871;231;262.2188024503794;233.74429135219117
872;246;277.3006313570869;233.8002414481845
873;481;275.50667393069205;236.09740820400805
874;284;-209.2816092355527;231.86578454724818
875;345;287.5182439654649;232.00514833235349
876;191;233.47015264488482;234.431467406746
877;330;229.5781433991294;234.15247497314158
878;325;256.6017702460533;234.25164892190077
879;364;307.5143995144881;235.16338131237526
880;248;246.19232356507914;234.60916027911026
881;268;266.1008505318351;234.79865938275339
882;191;236.55133075329488;234.7693231038309
883;216;253.49248885130527;234.85788036581525
884;281;256.83528490717435;235.23497781006125
885;499;127.05926643965785;233.67233347270783
886;221;284.5576308137045;234.02118763151378
887;357;293.82533188910065;235.38288885482885
888;162;247.09978395075612;235.2670558583355
889;339;209.2866617050891;234.7038348672581
890;303;242.90626577573184;234.5343721789376
891;227;267.03921085668935;234.58915334481355
892;239;246.68706699749455;234.53634722771204
893;279;275.0050827394728;234.5313965884379
894;218;254.53599254344294;234.3289916859084
895;307;245.90229348984968;234.34670570164434
896;499;107.95894115761224;232.81152163047452
897;87;63.756078038846056;230.84956591443148
898;499;102.40948808531046;229.57495578412036
899;499;119.3536984788387;228.53541531000613
900;324;254.47760271045075;228.14880700701855
901;499;145.17384020498147;228.15545852683147
902;189;275.37442001637146;228.03803553078356
903;333;212.99176265312568;228.14669162077374
904;472;249.86094712091244;228.10215433016234
905;332;271.3160257316625;228.22315654648446
906;248;251.4987212647949;227.91184472425036
907;244;292.806654883854;228.32450406061267
908;191;274.00831792974645;228.7943696727269
909;237;225.47205363020916;228.54379764008135
910;151;33.76948207367818;226.22538828563705
911;182;25.418904539813056;223.62669624730452
912;183;265.9457775044626;223.44321748839425
913;231;229.81103707355513;223.02838157545372
914;282;263.5643034431858;222.89898071368918
915;180;273.10571017612165;223.06417630237434
916;183;288.17131278748417;223.18366198842747
917;376;253.0963252122522;223.14435741032725
918;357;244.83591931308592;222.57743132012277
919;273;251.97275700220214;222.60719137973672
920;251;304.5018263179112;223.31485882095004
921;347;251.07881335175372;223.32753325339058
922;192;281.34647870217213;226.0369551893083
923;253;258.68268079570737;225.94460494527743
924;192;282.67855353543274;226.04035766635752
925;263;234.5369914938635;225.80404196052532
926;185;247.2218987558497;225.15616899683522
927;291;265.8897001531228;225.08379579160137
928;249;244.33663063190247;224.53764172895052
929;180;274.3434652423747;224.60440881353185
930;223;251.8408333497718;224.53250769768
931;369;192.17032084423207;224.03306537392143
932;249;307.7058881804164;224.77782962723487
933;346;255.94193548385218;224.37192755132457
934;210;269.90296538490225;224.15447094746875
935;369;257.9271876115957;224.31635601025835
936;257;287.2681823129443;224.25023133111554
937;352;225.06524771002944;223.82813059391106
938;248;280.1339999741921;223.9998901127452
939;215;291.8318998232171;224.16110212693823
940;220;263.39815207399147;224.3061697099113
941;326;259.81845766459435;224.07451646794402
942;171;272.623243326498;224.1430081253153
943;233;285.04391005493324;224.34612757248874
944;350;256.8467022362498;224.44300307867087
945;213;285.0148176541137;224.85207082644268
946;219;250.2632621638411;224.76555121619333
947;243;217.83381714897163;225.57627701728381
948;191;237.7317221917187;225.49535724004235
949;240;222.00936684216964;225.5288182967448
950;367;259.401280405119;226.84460677357688
951;262;251.28534238803297;226.39195939390737
952;499;100.79297093489278;225.08696051667826
953;246;243.43566130446555;226.2039355749804
954;314;278.22559604549224;226.99196575989458
955;239;251.43873503639387;227.35347652664694
956;288;250.4524338898258;230.1484678694951
957;338;282.0511296301097;233.217904266698
958;251;260.15461952734245;235.16786808764857
959;193;265.80234910098557;235.18192698143412
960;312;193.9006650467634;235.2519506100916
961;204;249.107555602214;236.3960886506073
962;222;274.49703480435676;236.61845690300584
963;190;244.75490201179917;236.38837272138454
964;223;261.43617764033854;236.39435917721218
965;205;233.66955689047174;238.59435186606305
966;240;290.0060634501501;239.32153096242678
967;350;244.42360567034788;239.35663190567385
968;227;271.2836343839357;239.06789466765665
969;318;281.728669423003;239.01388244014387
970;285;288.3538393272547;239.4084492864048
971;222;261.0442761295502;239.39670402319652
972;187;13.973596854999954;236.76343367817563
973;371;235.27126328091268;236.36107957167783
974;283;280.64098404608916;241.26030550449426
975;241;285.216983361791;241.23729289845753
976;226;260.56231877183995;241.5082145597271
977;499;171.6791993972451;240.92922511970824
978;261;232.08508969733876;240.68405831422112
979;358;292.34318272670396;240.53234614634326
980;288;250.98306447461562;240.58025355543862
981;349;291.471037967641;240.8339554297967
982;343;268.04688316019354;241.14891095386568
983;231;245.403691360064;241.06802297895322
984;308;250.22403794554657;241.001910509337
985;223;267.35918323865064;242.40490967732694
986;229;307.12224766948935;242.63055584588477
987;201;248.14759159564198;242.17377844295018
988;235;259.8019609299265;242.30080021274188
989;219;302.57402191577853;243.23367381484877
990;275;253.13543491939618;243.33596550628542
991;190;278.7647359761031;243.45322075747953
992;370;278.0182652467492;243.7665327399721
993;295;244.23722517816083;243.45885416435897
994;287;273.82142131027274;243.65170845202726
995;240;257.68803126041234;243.7695658297329
996;220;305.4593684117125;245.74457010227394
997;274;256.01716478776274;247.66718096976308
998;257;298.36873608699534;249.6267734497799
999;206;278.70134843201936;251.22024994931172
