episode;steps;reward;average
415;370;262.62805912133035;135.47838421212052
416;499;36.45519942722828;135.7134483935003
417;499;68.46922295902039;135.58603802879864
418;499;124.59908661180881;135.9383747618897
419;499;91.12512683653304;134.12588588866268
420;499;104.37981201236298;134.20973025051154
421;499;51.61693670135472;132.08563543040475
422;480;277.71440096984577;134.30210324008993
423;499;16.502206674761716;133.04509904010118
424;499;134.57269049152666;132.95101231346166
425;444;223.31491100954955;134.70863854680792
426;499;71.61536103102456;135.02334049195125
427;404;220.72265330050976;135.48556693725249
428;499;81.52099999000733;134.89704349751668
429;459;270.4254024112241;136.62061911392155
430;499;92.51705614594893;136.59621769742887
431;499;77.18658241884737;136.14751697873658
432;186;-57.99923373225523;134.72044419592422
433;499;160.98576637237178;136.06548226666067
434;264;262.0635681833247;137.12756510237688
435;499;174.32584999390443;137.1827284797254
436;499;93.56244007675231;137.47246342202297
437;457;265.4800476545211;138.9917131532605
438;499;110.10186998971483;139.12209154824654
439;499;106.91305820610225;139.0295318756125
440;256;264.63943768611193;139.94940532814977
441;336;235.25649928226727;140.28454065085685
442;470;254.711123990622;141.99545314784152
443;430;247.00343263297177;143.06769024585552
444;499;78.88276570706321;143.21802994893162
445;377;281.6755531838947;143.8981002570115
446;409;286.1211872324269;145.58386853756312
447;499;75.31171332737016;145.8194634792805
448;499;156.23686809067942;148.72118218781924
449;499;118.77132517022959;148.8812416132386
450;299;239.47837753604324;151.34485167970803
451;330;200.4490891872307;152.47403991429806
452;273;237.84615079366006;152.6134406792107
453;315;307.70450030787174;152.91245380967612
454;499;173.96031478426832;152.3517173326678
455;392;239.948644608967;153.40623160562768
456;499;86.48347955903836;152.86892120931748
457;445;222.40639591416988;153.620295941061
458;499;149.59558225642382;153.54170735909165
459;427;237.51085411484792;154.67825542826344
460;350;264.6360393976838;155.52848583030078
461;418;234.29339396877387;156.44795207177523
462;499;118.4055780278728;157.20029582281032
463;489;231.39825277275114;158.87677949893666
464;469;225.77043113397522;158.78738068494192
465;499;107.67568603298714;157.2899422841961
466;388;228.53174891338494;157.85108027405718
467;270;278.87113433138677;160.0374815294546
468;499;86.60522394336803;160.1787943942946
469;499;40.915998048828314;159.25639223577664
470;430;201.30651920629512;160.78858458922616
471;371;246.51243179258185;161.77195850251078
472;376;239.9094870679072;163.83619268437084
473;499;86.11537264625748;163.73099411456235
474;499;135.26339911111805;164.57336294043668
475;297;228.09851923558125;165.3432622259882
476;499;72.47637305268867;164.57502493107023
477;487;217.09424880902543;164.17783114601195
478;499;129.0706370083383;163.10233474653745
479;499;192.7313436637331;164.32401072961963
480;499;129.5722807248385;164.16469319836943
481;276;294.45200492492063;166.1690928537533
482;336;180.01361015914108;167.20137894329483
483;499;137.8779549685787;165.83406104602943
484;255;256.66842845636666;167.23904728075183
485;482;234.91684988544452;168.1796479224575
486;432;239.18691461437754;168.81967586051232
487;310;286.8908418182416;171.11240314067126
488;499;12.138203417519437;170.84625925366203
489;412;256.61847019473566;171.69623418951622
490;499;130.9865598678683;170.83419146875113
491;347;234.78652117156875;172.10407933648318
492;413;263.6728595499252;172.16110378500085
493;298;281.47308206239904;174.83069265944764
494;213;244.33581899332745;176.0796952289482
495;252;262.50576969991903;177.10815942048353
496;215;250.31028336251268;178.85186957503956
497;262;274.23730465858074;179.17642436496004
498;256;243.42727497104767;180.58084625569347
499;499;150.3108861029772;180.37172984907326
500;284;236.34260476109;181.86806266338763
501;499;53.815539368456776;180.36124378119817
502;278;228.24218717614798;180.05352591008264
503;367;236.5757264441613;182.0157369864537
504;177;280.18080407481307;182.88981822670084
505;499;35.441246116501375;181.98622598743037
506;248;228.22524024553647;183.50313757446432
507;499;117.2186141266057;181.77834164372157
508;352;272.36190650272135;183.72294632259295
509;235;267.17506496395043;185.84367314934218
510;331;262.2241590703379;185.73769868044474
511;347;253.90256812763184;186.35249367669726
512;265;259.6781975079474;186.29067415667782
513;347;237.0046586931302;186.02896889324313
514;239;238.8831460633174;185.5212777123466
515;208;223.62581221411608;185.13125524327444
516;341;263.53208451448114;187.40202409414698
517;381;224.7656238016965;188.96498810257373
518;313;234.02851317280295;190.05928236818366
519;297;268.7200314555051;191.83523141437337
520;283;271.06173949981144;193.50205068924785
521;289;257.51594115106445;195.56104073374496
522;191;260.3446012219599;195.3873427362661
523;284;251.47517648762124;197.73707243439472
524;499;141.44235362642905;197.80576906574373
525;344;244.7020972212807;198.01964092786105
526;321;248.77013539335758;199.79118867148438
527;244;265.65811723559057;200.2405433108352
528;499;46.261364866674256;199.88794695960183
529;293;259.17131579059617;199.77540609339562
530;485;207.8650331455221;200.9288858633913
531;251;232.50684108761828;202.48208845007903
532;280;224.65087961736572;205.30858958357524
533;305;219.2799844648957;205.89153176450043
534;499;144.25295726042415;204.71342565527146
535;326;198.54608056405993;204.95562796097303
536;327;264.1948071186678;206.66195163139216
537;389;206.4394629376295;206.07154578422328
538;488;242.31660863546273;207.3936931706807
539;499;139.30454399007732;207.71760802852043
540;203;236.8436247017273;207.4396498986766
541;340;161.3979770622998;206.70106467647693
542;499;41.71075564356011;204.5710609930063
543;236;273.2502553214758;204.83352921989135
544;499;66.78964669823718;204.71259802980313
545;341;183.89217471761856;203.73476424514035
546;499;79.17946282047583;201.66534700102085
547;297;271.61676968296547;203.62839756457677
548;267;298.02534996990386;205.04628238336903
549;246;265.9803288449668;206.5183724201164
550;390;238.5314315216686;206.50890295997266
551;252;203.59739612458623;206.5403860293462
552;290;265.7012794937758;206.81893731634736
553;375;282.52010180609807;206.56709333132963
554;278;303.93939616988524;207.8668841451858
555;278;276.54276509997146;208.23282535009585
556;222;234.63200805439698;209.71431063504937
557;258;280.90261509176133;210.2992728268253
558;223;241.50831940584305;211.21840019831947
559;307;268.9251630070916;211.5325432872419
560;261;281.10972811346306;211.69728017439974
561;328;278.1878377190525;212.13622461190252
562;224;268.6270736418503;213.63843956804234
563;499;144.53465338757863;212.7698035741906
564;305;217.10772502999075;212.68317651315073
565;279;288.12803082681114;214.487699961089
566;470;273.9242124696178;214.94162459665128
567;222;272.4668620269121;214.87758187360654
568;267;222.67887759245096;216.23831841009738
569;244;250.6367186434903;218.33552561604404
570;216;280.78042421769993;219.13026466615807
571;258;282.2238821338023;219.48737916957032
572;276;272.1124945234101;219.80940924412533
573;311;228.22779876717573;221.23053350533456
574;232;187.6791250689875;221.75469076491322
575;287;261.4959656215379;222.0886652287728
576;345;162.54090503710196;222.98931054861688
577;236;276.15533946885535;223.5799214552152
578;363;192.14906739998872;224.2107057591317
579;311;257.79452885838884;224.86133761107828
580;310;230.65648433309855;225.8721796471609
581;286;295.4564932617478;225.88222453052913
582;298;226.68632449241878;226.34895167386188
583;280;250.36781408267345;227.47385026500285
584;499;13.184550868428886;225.03901148912348
585;499;79.74374878844544;223.48728047815345
586;311;245.034516092654;223.54575649293622
587;221;265.71937345757897;223.33404180932962
588;276;277.6052322526733;225.98871209768117
589;262;244.5026620827662;225.86755401656148
590;323;186.10463675491965;226.41873478543198
591;215;267.78522897323137;226.74872186344862
592;372;273.8661151893995;226.8506544198434
593;324;281.13984541072176;226.8473220533266
594;223;241.6598484642106;226.82056234803545
595;228;244.39547214851675;226.63945937252137
596;330;270.2562985168581;226.83891952406483
597;474;170.61051200294594;225.80265159750846
598;378;264.43128643956493;226.01269171219366
599;319;289.05512562516833;227.40013410741554
600;333;257.0494172137393;227.60720223194207
601;260;265.50143792428497;229.72406121750035
602;228;255.14874594758675;229.9931268052147
603;255;238.8440969946177;230.01581051071932
604;499;81.9219483456128;228.0332219534273
605;340;248.5181795974015;230.16399128823633
606;499;156.0348232484386;229.44208711826533
607;211;252.5718252233622;230.7956192292329
608;319;202.22874265540187;230.0942875907597
609;238;231.2200202954263;229.73473714407447
610;351;281.03930526142756;229.92288860598532
611;317;268.025248285722;230.0641154075662
612;249;254.99562134724243;230.01728964595918
613;356;265.8571398942977;230.30581445797085
614;366;215.60432018980464;230.07302619923576
615;153;20.790914556999212;228.04467722266457
616;499;-11.63695661845072;225.29298681133525
617;356;201.7613089454561;225.06294366277282
618;499;162.15183781810097;224.34417690922584
619;329;261.4498421090133;224.27147501576096
620;419;232.65298450777513;223.88738746584056
621;499;141.54086189668425;222.72763667329673
622;405;263.74847262240576;222.76167538730118
623;499;50.29096260049916;220.74983324843
624;328;268.5345427745099;222.0207551399108
625;258;262.2299389999862;222.19603355769786
626;387;214.3255590175001;221.8515877939393
627;402;238.26039199586725;221.57761054154201
628;324;257.98341108610447;223.69483100373637
629;330;221.92778745460927;223.3223957203765
630;365;245.11387095190503;223.6948840984403
631;281;210.1980725292977;223.47179641285712
632;499;40.34315875209276;221.62871920420434
633;499;80.30127195737063;220.2389320791291
634;387;210.14624473891405;220.89786495391402
635;499;124.67077127640522;220.15911186103745
636;405;226.65510815452078;219.783714871396
637;369;195.18086712530123;219.67112891327272
638;499;100.455413399533;218.25251696091345
639;260;239.204948578632;219.251521006799
640;330;274.5304800923385;219.62838956070507
641;268;282.9046405938025;220.84345619602013
642;499;98.83852816022862;221.4147339211868
643;348;289.4817071315414;221.57704843928744
644;298;273.9965452529071;223.64911742483412
645;315;255.76719764578087;224.36786765411577
646;499;92.13094420227635;224.4973824679338
647;288;268.8344945342752;224.46955971644687
648;271;251.01684848144893;223.99947470156232
649;499;57.18248256447529;221.91149623875742
650;499;6.237478200169711;219.58855670554243
651;499;94.72773814968447;218.4998601257934
652;499;54.36619987685127;216.38650932962412
653;378;205.7053732874267;215.61836204443745
654;252;276.9149186157764;215.34811726889637
655;343;229.07935617458307;214.87348317964245
656;296;257.55065348733456;215.10266963397186
657;329;231.8648779601382;214.61229226265561
658;499;69.44220719552793;212.89163114055245
659;272;292.32724672848906;213.12565197776647
660;296;280.01771914098083;213.11473188804163
661;424;206.60145693154115;212.3988680801665
662;336;255.70598240199232;212.26965716776795
663;245;219.70784490021745;213.02138908289436
664;291;251.16240523462676;213.3619358849407
665;242;248.9698648109611;212.9703542247822
666;416;204.91983405559557;212.28031044064198
667;307;195.7266465293601;211.5129082856665
668;268;274.5468298264642;212.03158780800658
669;367;198.96411626250352;211.51486178419668
670;274;262.4044168562482;211.33110171058217
671;262;250.3274605130138;211.0121374943743
672;318;219.17351366690434;210.48274768580922
673;258;209.76834342541108;210.29815313239158
674;281;225.78714502411404;210.67923333194284
